Fecha Emisión :31/12/2021 - 21:35;
Trading day;Product;Place of delivery;Area;First Day Delivery;Last Day Delivery;"MIBGAS Daily Price [EUR/MWh]";
08/02/2021;GDAES_D+1;PVB;ES;09/02/2021;09/02/2021;18.68;
08/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;19.18;
08/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.96;
08/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.66;
07/02/2021;GDAES_D+1;PVB;ES;08/02/2021;08/02/2021;17.98;
06/02/2021;GDAES_D+1;PVB;ES;07/02/2021;07/02/2021;17.49;
05/02/2021;GDAES_D+1;PVB;ES;06/02/2021;06/02/2021;17.5;
05/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;18.23;
05/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;17.31;
05/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;18.2;
04/02/2021;GDAES_D+1;PVB;ES;05/02/2021;05/02/2021;17.65;
04/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;17.83;
04/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.88;
04/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.81;
03/02/2021;GDAES_D+1;PVB;ES;04/02/2021;04/02/2021;17.47;
03/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;17.42;
03/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.88;
03/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.81;
02/02/2021;GDAES_D+1;PVB;ES;03/02/2021;03/02/2021;17.85;
02/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;18.06;
02/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.96;
02/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.55;
01/02/2021;GDAES_D+1;PVB;ES;02/02/2021;02/02/2021;17.81;
01/02/2021;GMAES;PVB;ES;01/03/2021;31/03/2021;18.1;
01/02/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;16.88;
01/02/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;17.54;
31/01/2021;GDAES_D+1;PVB;ES;01/02/2021;01/02/2021;;
30/01/2021;GDAES_D+1;PVB;ES;31/01/2021;31/01/2021;;
29/01/2021;GDAES_D+1;PVB;ES;30/01/2021;30/01/2021;;
29/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
29/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
29/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
28/01/2021;GDAES_D+1;PVB;ES;29/01/2021;29/01/2021;;
28/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
28/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
28/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
27/01/2021;GDAES_D+1;PVB;ES;28/01/2021;28/01/2021;;
27/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
27/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
27/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
26/01/2021;GDAES_D+1;PVB;ES;27/01/2021;27/01/2021;;
26/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
26/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
26/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
25/01/2021;GDAES_D+1;PVB;ES;26/01/2021;26/01/2021;;
25/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
25/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
25/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
24/01/2021;GDAES_D+1;PVB;ES;25/01/2021;25/01/2021;;
23/01/2021;GDAES_D+1;PVB;ES;24/01/2021;24/01/2021;;
22/01/2021;GDAES_D+1;PVB;ES;23/01/2021;23/01/2021;;
22/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
22/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
22/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
21/01/2021;GDAES_D+1;PVB;ES;22/01/2021;22/01/2021;;
21/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
21/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
21/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
20/01/2021;GDAES_D+1;PVB;ES;21/01/2021;21/01/2021;;
20/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
20/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
20/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
19/01/2021;GDAES_D+1;PVB;ES;20/01/2021;20/01/2021;;
19/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
19/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
19/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
18/01/2021;GDAES_D+1;PVB;ES;19/01/2021;19/01/2021;;
18/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
18/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
18/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
17/01/2021;GDAES_D+1;PVB;ES;18/01/2021;18/01/2021;;
16/01/2021;GDAES_D+1;PVB;ES;17/01/2021;17/01/2021;;
15/01/2021;GDAES_D+1;PVB;ES;16/01/2021;16/01/2021;;
15/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
15/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
15/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
14/01/2021;GDAES_D+1;PVB;ES;15/01/2021;15/01/2021;;
14/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
14/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
14/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
13/01/2021;GDAES_D+1;PVB;ES;14/01/2021;14/01/2021;;
13/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
13/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
13/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
12/01/2021;GDAES_D+1;PVB;ES;13/01/2021;13/01/2021;;
12/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
12/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
12/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
11/01/2021;GDAES_D+1;PVB;ES;12/01/2021;12/01/2021;;
11/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
11/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
11/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
10/01/2021;GDAES_D+1;PVB;ES;11/01/2021;11/01/2021;;
09/01/2021;GDAES_D+1;PVB;ES;10/01/2021;10/01/2021;;
08/01/2021;GDAES_D+1;PVB;ES;09/01/2021;09/01/2021;;
08/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
08/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
08/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
07/01/2021;GDAES_D+1;PVB;ES;08/01/2021;08/01/2021;;
07/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
07/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
07/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
06/01/2021;GDAES_D+1;PVB;ES;07/01/2021;07/01/2021;;
06/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
06/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
06/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
05/01/2021;GDAES_D+1;PVB;ES;06/01/2021;06/01/2021;;
05/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
05/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
05/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
04/01/2021;GDAES_D+1;PVB;ES;05/01/2021;05/01/2021;;
04/01/2021;GMAES;PVB;ES;01/02/2021;28/02/2021;;
04/01/2021;GQES_Q+1;PVB;ES;01/04/2021;30/06/2021;;
04/01/2021;GYES_Y+1;PVB;ES;01/01/2022;31/12/2022;;
03/01/2021;GDAES_D+1;PVB;ES;04/01/2021;04/01/2021;;
02/01/2021;GDAES_D+1;PVB;ES;03/01/2021;03/01/2021;;
01/01/2021;GDAES_D+1;PVB;ES;02/01/2021;02/01/2021;;
31/12/2020;GDAES_D+1;PVB;ES;01/01/2021;01/01/2021;;
31/12/2020;GMAES;PVB;ES;01/01/2021;31/01/2021;;
